"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"2845","arnaque","mondial",1,NA,NA,NA,1
"2846","1er","guerrier",1,NA,NA,NA,1
"2847","golem","écologiste",1,NA,NA,NA,1
"2848","écologiste","trible",1,NA,NA,NA,1
"2849","trible","vaxx",1,NA,NA,NA,1
"2850","modique","somme",1,NA,NA,NA,1
"2851","cafétérias","scolaire",1,NA,NA,NA,1
"2852","bon","plan",1,NA,NA,NA,1
"2853","campagne","publicitaire",1,NA,NA,NA,1
"2854","règlement","européen",1,NA,NA,NA,1
"2855","européen","correspondant",1,NA,NA,NA,1
"2856","ministère","autrichien",1,NA,NA,NA,1
"2857","ancien","responsable",1,NA,NA,NA,1
"2858","État","allemand",1,NA,NA,NA,1
"2859","alimentation","présent",1,NA,NA,NA,1
"2860","autre","aliment",1,NA,NA,NA,1
"2861","Fervent","consommateur",1,NA,NA,NA,1
"2862","nombreux","préparation",1,NA,NA,NA,1
"2863","nouveau","disposition",1,NA,NA,NA,1
"2864","fort","inquiétude",1,NA,NA,NA,1
"2865","autorité","européen",1,NA,NA,NA,1
"2866","allergène","supplémentaire",1,NA,NA,NA,1
"2867","vue","spirituel",1,NA,NA,NA,1
"2868","certain","asiatique",1,NA,NA,NA,1
"2869","manière","individuel",1,NA,NA,NA,1
"2870","raison","précis",1,NA,NA,NA,1
"2871","broyé","vivant",1,NA,NA,NA,1
"2872","extra-terrestre","négatif",1,NA,NA,NA,1
"2873","négatif","colonisateur",1,NA,NA,NA,1
"2874","vibration","humain",1,NA,NA,NA,1
"2875","système","nerveux",1,NA,NA,NA,1
"2876","matrice","archontique",1,NA,NA,NA,1
"2877","être","obéissant",1,NA,NA,NA,1
"2878","insecte","vivant",1,NA,NA,NA,1
"2879","bas","possible",1,NA,NA,NA,1
"2880","développement","spirituel",1,NA,NA,NA,1
"2881","nouveau","attaque",1,NA,NA,NA,1
"2882","contenu","principal",1,NA,NA,NA,1
"2883","sablier","invisible",1,NA,NA,NA,1
"2884","droit","légitime",1,NA,NA,NA,1
"2885","voyage","astral",1,NA,NA,NA,1
"2886","échelle","divin",1,NA,NA,NA,1
"2887","humble","échelle",1,NA,NA,NA,1
"2888","échelle","cosmique",1,NA,NA,NA,1
"2889","farine","immond",1,NA,NA,NA,1
"2890","gastronomie","insectivore",1,NA,NA,NA,1
"2891","nouveau","dérive",1,NA,NA,NA,1
"2892","dérive","alimentaire",1,NA,NA,NA,1
"2893","plan","satanique",1,NA,NA,NA,1
"2894","dose","limité",1,NA,NA,NA,1
"2895","continent","africain",1,NA,NA,NA,1
"2896","poison","toxique",1,NA,NA,NA,1
"2897","onde","vibratoire",1,NA,NA,NA,1
"2898","roue","libre",1,NA,NA,NA,1
"2899","dit","personne",1,NA,NA,NA,1
"2900","certain","avance",1,NA,NA,NA,1
"2901","dernier","conférence",1,NA,NA,NA,1
"2902","cabale","mondial",1,NA,NA,NA,1
"2903","demande","alimentaire",1,NA,NA,NA,1
"2904","jeune","entreprise",1,NA,NA,NA,1
"2905","laboratoire","alimentaire",1,NA,NA,NA,1
"2906","nourriture","durable",1,NA,NA,NA,1
"2907","point","un",1,NA,NA,NA,1
"2908","culture","agricole",1,NA,NA,NA,1
"2909","agricole","ordinaire",1,NA,NA,NA,1
"2910","espace","nécessaire",1,NA,NA,NA,1
"2911","code","liste",1,NA,NA,NA,1
"2912","sauce","faire",1,NA,NA,NA,1
"2913","nouveau","réglementation",1,NA,NA,NA,1
"2914","Telegram","t.me/incensurable",1,NA,NA,NA,1
"2915","releax","high-magnification",1,NA,NA,NA,1
"2916","flour","and",1,NA,NA,NA,1
"2917","and","whole",1,NA,NA,NA,1
"2918","microscopy","photo",1,NA,NA,NA,1
"2919","lab","Various",1,NA,NA,NA,1
"2920","consumption","as",1,NA,NA,NA,1
"2921","as","partir",1,NA,NA,NA,1
"2922","climate","cult",1,NA,NA,NA,1
"2923","we","will",1,NA,NA,NA,1
"2924","is","being",1,NA,NA,NA,1
"2925","claim","nitrogen",1,NA,NA,NA,1
"2926","nitrogen","is",1,NA,NA,NA,1
"2927","is","evil",1,NA,NA,NA,1
"2928","“cheesy","ranch",1,NA,NA,NA,1
"2929","fort","grossissement",1,NA,NA,NA,1
"2930","grillon","entier",1,NA,NA,NA,1
"2931","même","gouvernement",1,NA,NA,NA,1
"2932","feu","vert",1,NA,NA,NA,1
"2933","réglementation","alimentaire",1,NA,NA,NA,1
"2934","heure","actuel",1,NA,NA,NA,1
"2935","cheesy","ranch",1,NA,NA,NA,1
"2936","science","alimentaire",1,NA,NA,NA,1
"2937","premier","pâte",1,NA,NA,NA,1
"2938","premier","spaghetti",1,NA,NA,NA,1
"2939","spaghetti","turinois",1,NA,NA,NA,1
"2940","cricket","italien",1,NA,NA,NA,1
"2941","noveau","food",1,NA,NA,NA,1
"2942","premier","compagnie",1,NA,NA,NA,1
"2943","compagnie","collabos",1,NA,NA,NA,1
"2944","argument","écologique",1,NA,NA,NA,1
"2945","juste","anti-UE",1,NA,NA,NA,1
"2946","média","payant",1,NA,NA,NA,1
"2947","citoyen","inquiet",1,NA,NA,NA,1
"2948","faux","crise",1,NA,NA,NA,1
"2949","début","janvier",1,NA,NA,NA,1
"2950","territoire","européen",1,NA,NA,NA,1
"2951","société","vietnamien",1,NA,NA,NA,1
"2952","marché","suscite",1,NA,NA,NA,1
"2953","réaction","divergent",1,NA,NA,NA,1
"2954","même","stratégie",1,NA,NA,NA,1
"2955","complément","alimentaire",1,NA,NA,NA,1
"2956","more","than",1,NA,NA,NA,1
"2957","vendeur","paniqué",1,NA,NA,NA,1
"2958","potentiel","commercial",1,NA,NA,NA,1
"2959","commercial","mondial",1,NA,NA,NA,1
"2960","santé","...le",1,NA,NA,NA,1
"2961","culture","minuscul",1,NA,NA,NA,1
"2962","sérieux","préoccupation",1,NA,NA,NA,1
"2963","paster","product",1,NA,NA,NA,1
"2964","treat","insect",1,NA,NA,NA,1
"2965","ha","seriou",1,NA,NA,NA,1
"2966","concern","is",1,NA,NA,NA,1
"2967","is","allergic",1,NA,NA,NA,1
"2968","allergic","reaction",1,NA,NA,NA,1
"2969","dernier","barrière",1,NA,NA,NA,1
"2970","barrière","majeur",1,NA,NA,NA,1
"2971","poudre","sec",1,NA,NA,NA,1
"2972","marché","alimentaire",1,NA,NA,NA,1
"2973","grillon","maison",1,NA,NA,NA,1
"2974","grain","oléagineux",1,NA,NA,NA,1
"2975","pain","multigrain",1,NA,NA,NA,1
"2976","préparation","alimentaire",1,NA,NA,NA,1
"2977","Sobriété_heureuse–Aux","ordre",1,NA,NA,NA,1
"2978","opération","sorossien",1,NA,NA,NA,1
"2979","non-élus","décider",1,NA,NA,NA,1
"2980","produit","sec",1,NA,NA,NA,1
"2981","pâte","farci",1,NA,NA,NA,1
"2982","en-cas","autre",1,NA,NA,NA,1
"2983","terre","frire",1,NA,NA,NA,1
"2984","pseudo","représentant",1,NA,NA,NA,1
"2985","gros","arnaque",1,NA,NA,NA,1
"2986","traitement","successif",1,NA,NA,NA,1
"2987","tube","digestif",1,NA,NA,NA,1
"2988","traitement","thermique",1,NA,NA,NA,1
"2989","extrusion","mécanique",1,NA,NA,NA,1
"2990","Cellulose","brut",1,NA,NA,NA,1
"2991","bon","dégustation",1,NA,NA,NA,1
"2992","insecte","alimentaire",1,NA,NA,NA,1
"2993","insecte","seul",1,NA,NA,NA,1
"2994","seul","oui",1,NA,NA,NA,1
"2995","petit","truc",1,NA,NA,NA,1
"2996","farine","enrichir",1,NA,NA,NA,1
"2997","produit","manufacturer",1,NA,NA,NA,1
"2998","commission","opportune",1,NA,NA,NA,1
"2999","argument","fallacieux",1,NA,NA,NA,1
"3000","consommateur","attentif",1,NA,NA,NA,1
"3001","traduction","rapide",1,NA,NA,NA,1
"3002","incapacité","humain",1,NA,NA,NA,1
"3003","risque","inconnu",1,NA,NA,NA,1
"3004","intolérance","alimentaire",1,NA,NA,NA,1
"3005","trace","éventuel",1,NA,NA,NA,1
"3006","libre","choix",1,NA,NA,NA,1
"3007","choix","éclairer",1,NA,NA,NA,1
"3008","choix","libre",1,NA,NA,NA,1
"3009","seul","chose",1,NA,NA,NA,1
"3010","grand","marque",1,NA,NA,NA,1
"3011","discussion","libre",1,NA,NA,NA,1
"3012","personne","suspendu",1,NA,NA,NA,1
"3013","Pâtes","général",1,NA,NA,NA,1
"3014","substitut","végétarien",1,NA,NA,NA,1
"3015","type","bier",1,NA,NA,NA,1
"3016","alimentation","suite",1,NA,NA,NA,1
"3017","viande","source",1,NA,NA,NA,1
"3018","expérience","année",1,NA,NA,NA,1
"3019","anonyme","https://t.me/streetliveindependantofficiel",1,NA,NA,NA,1
"3020","propre","site",1,NA,NA,NA,1
"3021","écran","vert",1,NA,NA,NA,1
"3022","ski","suisse",1,NA,NA,NA,1
"3023","strict","rationnement",1,NA,NA,NA,1
"3024","rationnement","social",1,NA,NA,NA,1
"3025","world’","first",1,NA,NA,NA,1
"3026","first","vacciner",1,NA,NA,NA,1
"3027","biotech","company",1,NA,NA,NA,1
"3028","how","we",1,NA,NA,NA,1
"3029","global","scal",1,NA,NA,NA,1
"3030","wholer","concept",1,NA,NA,NA,1
"3031","so","righteous",1,NA,NA,NA,1
"3032","premier","vaccin",1,NA,NA,NA,1
"3033","nouveau","arme",1,NA,NA,NA,1
"3034","ministère","américain",1,NA,NA,NA,1
"3035","licence","conditionnel",1,NA,NA,NA,1
"3036","société","américain",1,NA,NA,NA,1
"3037","loque","américain",1,NA,NA,NA,1
"3038","directrice","général",1,NA,NA,NA,1
"3039","cercle","intime",1,NA,NA,NA,1
"3040","énergie","solaire",1,NA,NA,NA,1
"3041","précieux","source",1,NA,NA,NA,1
"3042","masse","crédul",1,NA,NA,NA,1
"3043","santé","mondial",1,NA,NA,NA,1
"3044","fausse","viand",1,NA,NA,NA,1
"3045","motif","financier",1,NA,NA,NA,1
"3046","financier","clair",1,NA,NA,NA,1
"3047","faux","nourriture",1,NA,NA,NA,1
"3048","grand","catastrophe",1,NA,NA,NA,1
"3049","catastrophe","mondial",1,NA,NA,NA,1
"3050","vaste","étendue",1,NA,NA,NA,1
"3051","propriétaire","privé",1,NA,NA,NA,1
"3052","manière","suspect",1,NA,NA,NA,1
"3053","achat","rapide",1,NA,NA,NA,1
"3054","grand","participation",1,NA,NA,NA,1
"3055","territoire","expérimental",1,NA,NA,NA,1
"3056","brutal","politique",1,NA,NA,NA,1
"3057","nouveau","initiative",1,NA,NA,NA,1
"3058","initiative","controversé",1,NA,NA,NA,1
"3059","politique","international",1,NA,NA,NA,1
"3060","sadique","libéral",1,NA,NA,NA,1
"3061","régime","riche",1,NA,NA,NA,1
"3062","nombreux","animal",1,NA,NA,NA,1
"3063","gaz","réchauffant",1,NA,NA,NA,1
"3064","compagnie","responsable",1,NA,NA,NA,1
"3065","chaton","kat",1,NA,NA,NA,1
"3066","dernier","temps",1,NA,NA,NA,1
"3067","bon","exemple",1,NA,NA,NA,1
"3068","âme","humain",1,NA,NA,NA,1
"3069","groupe","religieux",1,NA,NA,NA,1
"3070","bible","satanique",1,NA,NA,NA,1
"3071","événement","magique",1,NA,NA,NA,1
"3072","signification","satanique",1,NA,NA,NA,1
"3073","petit","boîtier",1,NA,NA,NA,1
"3074","grand","parabole",1,NA,NA,NA,1
"3075","autel","satanique",1,NA,NA,NA,1
"3076","petit","écran",1,NA,NA,NA,1
"3077","écran","flou",1,NA,NA,NA,1
"3078","énorme","matériel",1,NA,NA,NA,1
"3079","mur","entier",1,NA,NA,NA,1
"3080","divertissement","innocent",1,NA,NA,NA,1
"3081","vrai","vie",1,NA,NA,NA,1
"3082","religion","majeur",1,NA,NA,NA,1
"3083","religion","télévisuel",1,NA,NA,NA,1
"3084","tube","cathodique",1,NA,NA,NA,1
"3085","hauts","prêtre",1,NA,NA,NA,1
"3086","haut","prêtresse",1,NA,NA,NA,1
"3087","présentateur","local",1,NA,NA,NA,1
"3088","chou","gras",1,NA,NA,NA,1
"3089","dernière","tragédie",1,NA,NA,NA,1
"3090","tragédie","local",1,NA,NA,NA,1
"3091","série","dramatique",1,NA,NA,NA,1
"3092","diffusée","nuit",1,NA,NA,NA,1
"3093","stratification","satanique",1,NA,NA,NA,1
"3094","machine","diabolique",1,NA,NA,NA,1
"3095","vie","télévisuel",1,NA,NA,NA,1
"3096","contrôle","mental",1,NA,NA,NA,1
"3097","premier","ordre",1,NA,NA,NA,1
"3098","contrôle","global",1,NA,NA,NA,1
"3099","autre","mode",1,NA,NA,NA,1
"3100","conditionnement","publicitaire",1,NA,NA,NA,1
"3101","cerveau","disponible",1,NA,NA,NA,1
"3102","autre","activité",1,NA,NA,NA,1
"3103","activité","familial",1,NA,NA,NA,1
"3104","temps","libre",1,NA,NA,NA,1
"3105","appareil","ménager",1,NA,NA,NA,1
"3106","planning","familial",1,NA,NA,NA,1
"3107","végétal","extrer",1,NA,NA,NA,1
"3108","vie","secret",1,NA,NA,NA,1
"3109","substance","toxique",1,NA,NA,NA,1
"3110","autre","acacia",1,NA,NA,NA,1
"3111","acacia","proche",1,NA,NA,NA,1
"3112","nombreux","espèce",1,NA,NA,NA,1
"3113","sélection","génétique",1,NA,NA,NA,1
"3114","ingéniérie","génétique",1,NA,NA,NA,1
"3115","aptitude","initial",1,NA,NA,NA,1
"3116","aide","social",1,NA,NA,NA,1
"3117","fervent","défenseur",1,NA,NA,NA,1
"3118","justice","distributif",1,NA,NA,NA,1
"3119","forêt","naturel",1,NA,NA,NA,1
"3120","même","chance",1,NA,NA,NA,1
"3121","nutriment","nécessaire",1,NA,NA,NA,1
"3122","véritable","réseau",1,NA,NA,NA,1
"3123","composé","chimique",1,NA,NA,NA,1
"3124","voie","aérien",1,NA,NA,NA,1
"3125","réseau","souterrain",1,NA,NA,NA,1
"3126","terre","forestier",1,NA,NA,NA,1
"3127","unique","champignon",1,NA,NA,NA,1
"3128","bestiole","effrayant",1,NA,NA,NA,1
"3129","fois","délicieux",1,NA,NA,NA,1
"3130","consensus","scientifique",1,NA,NA,NA,1
"3131","conséquence","potentiel",1,NA,NA,NA,1
"3132","réchauffement","artificiel",1,NA,NA,NA,1
"3133","production","agricole",1,NA,NA,NA,1
"3134","maladie","respiratoire",1,NA,NA,NA,1
"3135","émission","issu",1,NA,NA,NA,1
"3136","phénomène","climatique",1,NA,NA,NA,1
"3137","plane","that",1,NA,NA,NA,1
"3138","Potential","consequence",1,NA,NA,NA,1
"3139","is","all",1,NA,NA,NA,1
"3140","all","fantasy",1,NA,NA,NA,1
"3141","mets","délicieux",1,NA,NA,NA,1
"3142","plein","effervescence",1,NA,NA,NA,1
"3143","magasin","britannique",1,NA,NA,NA,1
"3144","insecte","«comestible",1,NA,NA,NA,1
"3145","produit","potentiel",1,NA,NA,NA,1
"3146","prochain","produit",1,NA,NA,NA,1
"3147","produit","phare",1,NA,NA,NA,1
"3148","opportunité","incroyable",1,NA,NA,NA,1
"3149","société","canadien",1,NA,NA,NA,1
"3150","grand","centre",1,NA,NA,NA,1
"3151","mauvais","herbe",1,NA,NA,NA,1
"3152","premier","vue",1,NA,NA,NA,1
"3153","réduction","drastique",1,NA,NA,NA,1
"3154","mauvaise","herbe",1,NA,NA,NA,1
"3155","meilleur","cuisine",1,NA,NA,NA,1
"3156","protéine","bon",1,NA,NA,NA,1
"3157","prochain","nouveauté",1,NA,NA,NA,1
"3158","produit","possible",1,NA,NA,NA,1
"3159","burger","barbecre",1,NA,NA,NA,1
"3160","viande","hacher",1,NA,NA,NA,1
"3161","groupe","cible",1,NA,NA,NA,1
"3162","excellent","opportunité",1,NA,NA,NA,1
"3163","insects","as",1,NA,NA,NA,1
"3164","meat","substitute",1,NA,NA,NA,1
"3165","behavioral","change",1,NA,NA,NA,1
"3166","change","through",1,NA,NA,NA,1
"3167","canal","solidarité-logement",1,NA,NA,NA,1
"3168","premier","hésitation",1,NA,NA,NA,1
"3169","papille","gustatif",1,NA,NA,NA,1
"3170","nourriture","inconnu",1,NA,NA,NA,1
"3171","expérience","alimentaire",1,NA,NA,NA,1
"3172","kit","pédagogique",1,NA,NA,NA,1
"3173","grillon","frit",1,NA,NA,NA,1
"3174","repas","respectueux",1,NA,NA,NA,1
"3175","pays","africain",1,NA,NA,NA,1
"3176","avantage","substantiel",1,NA,NA,NA,1
"3177","aide","britannique",1,NA,NA,NA,1
"3178","chenille","africain",1,NA,NA,NA,1
"3179","mouche","soldat",1,NA,NA,NA,1
"3180","soldat","noire",1,NA,NA,NA,1
"3181","régime","babylonien",1,NA,NA,NA,1
"3182","ferme","urbain",1,NA,NA,NA,1
"3183","citron","vert",1,NA,NA,NA,1
"3184","sucre","fondu",1,NA,NA,NA,1
"3185","délicieux","aliment",1,NA,NA,NA,1
"3186","aliment","énergétique",1,NA,NA,NA,1
"3187","énergétique","riche",1,NA,NA,NA,1
"3188","élevage","traditionnel",1,NA,NA,NA,1
"3189","boulette","suédois",1,NA,NA,NA,1
"3190","labo","expérimental",1,NA,NA,NA,1
"3191","dernier","frontière",1,NA,NA,NA,1
"3192","italien","mange",1,NA,NA,NA,1
"3193","startup","français",1,NA,NA,NA,1
"3194","français","décoller",1,NA,NA,NA,1
"3195","industrie","cler",1,NA,NA,NA,1
"3196","nouveau","souffle",1,NA,NA,NA,1
"3197","fort","ambition",1,NA,NA,NA,1
"3198","sombre","avenir",1,NA,NA,NA,1
"3199","avenir","communiste",1,NA,NA,NA,1
"3200","énergétique","émergent",1,NA,NA,NA,1
"3201","raison","sanitaire",1,NA,NA,NA,1
"3202","air","appétissant",1,NA,NA,NA,1
"3203","sauterel","frite",1,NA,NA,NA,1
"3204","propre","substitution",1,NA,NA,NA,1
"3205","farine","jaune",1,NA,NA,NA,1
"3206","européen","insoumi",1,NA,NA,NA,1
"3207","valeur","habituel",1,NA,NA,NA,1
"3208","responsable","européen",1,NA,NA,NA,1
"3209","affiche","promotionnel",1,NA,NA,NA,1
"3210","promotionnel","anglo-saxon",1,NA,NA,NA,1
"3211","post","suivant",1,NA,NA,NA,1
"3212","info","below",1,NA,NA,NA,1
"3213","idée","écolo",1,NA,NA,NA,1
"3214","scientifique","suédois",1,NA,NA,NA,1
"3215","alerte","mondial",1,NA,NA,NA,1
"3216","this","article",1,NA,NA,NA,1
"3217","human","flesh",1,NA,NA,NA,1
"3218","flesh","is",1,NA,NA,NA,1
"3219","is","more",1,NA,NA,NA,1
"3220","global","alert",1,NA,NA,NA,1
"3221","alert","if",1,NA,NA,NA,1
"3222","if","society",1,NA,NA,NA,1
"3223","society","was",1,NA,NA,NA,1
"3224","sustainable","option",1,NA,NA,NA,1
"3225","option","than",1,NA,NA,NA,1
"3226","than","eating",1,NA,NA,NA,1
"3227","eating","insects",1,NA,NA,NA,1
"3228","he","arg",1,NA,NA,NA,1
"3229","agriculteur","canadien",1,NA,NA,NA,1
"3230","biologique","issu",1,NA,NA,NA,1
"3231","élevage","durable",1,NA,NA,NA,1
"3232","vitamine","tel",1,NA,NA,NA,1
"3233","source","naturel",1,NA,NA,NA,1
"3234","marque","alimentaire",1,NA,NA,NA,1
"3235","entreprise","canadien",1,NA,NA,NA,1
"3236","nouveau","feuilleté",1,NA,NA,NA,1
"3237","narratif","covid",1,NA,NA,NA,1
"3238","bille","gat",1,NA,NA,NA,1
"3239","gat","Black",1,NA,NA,NA,1
"3240","vache","néfaste",1,NA,NA,NA,1
"3241","énergie","personnel",1,NA,NA,NA,1
"3242","reconversion","achat",1,NA,NA,NA,1
"3243","achat","mobilier",1,NA,NA,NA,1
"3244","urgence","https://cap-liberte.assoconnect.com/collect/description/254317-z-cap-liberte-passons-ensemble-de-crise-a-opportunite",1,NA,NA,NA,1
"3245","vacance","estival",1,NA,NA,NA,1
"3246","nouveau","lit",1,NA,NA,NA,1
"3247","vrai","ingrédient",1,NA,NA,NA,1
"3248","État","policier",1,NA,NA,NA,1
"3249","prison","flottant",1,NA,NA,NA,1
"3250","alimentaire","national",1,NA,NA,NA,1
"3251","nourriture","santé",1,NA,NA,NA,1
"3252","premier","qualité",1,NA,NA,NA,1
"3253","massif","prison",1,NA,NA,NA,1
"3254","vacciner","medical",1,NA,NA,NA,1
"3255","medical","experiment",1,NA,NA,NA,1
"3256","was","likely",1,NA,NA,NA,1
"3257","likely","built",1,NA,NA,NA,1
"3258","built","avoir",1,NA,NA,NA,1
"3259","This","barge",1,NA,NA,NA,1
"3260","shown","in",1,NA,NA,NA,1
"3261","in","this",1,NA,NA,NA,1
"3262","These","barge",1,NA,NA,NA,1
"3263","futur","état",1,NA,NA,NA,1
"3264","barge-prison","flottant",1,NA,NA,NA,1
"3265","énorme","barge-prison",1,NA,NA,NA,1
"3266","agression","chimic",1,NA,NA,NA,1
"3267","expérience","médical",1,NA,NA,NA,1
"3268","incarcération","illégal",1,NA,NA,NA,1
"3269","barge","flottant",1,NA,NA,NA,1
"3270","loi","local",1,NA,NA,NA,1
"3271","voie","navigable",1,NA,NA,NA,1
"3272","terre","ferme",1,NA,NA,NA,1
"3273","représentation","parfait",1,NA,NA,NA,1
"3274","policier","mondialiste",1,NA,NA,NA,1
"3275","égard","équivalent",1,NA,NA,NA,1
"3276","site","noir",1,NA,NA,NA,1
"3277","tel","acte",1,NA,NA,NA,1
"3278","grillon","consommable",1,NA,NA,NA,1
"3279","Parti","conservateur",1,NA,NA,NA,1
"3280","croisade","actuel",1,NA,NA,NA,1
"3281","usine","alimentaire",1,NA,NA,NA,1
"3282","usine","massif",1,NA,NA,NA,1
"3283","transmission","vectoriel",1,NA,NA,NA,1
"3284","installation","vétérinaire",1,NA,NA,NA,1
"3285","animal","vecteur",1,NA,NA,NA,1
"3286","installation","américain",1,NA,NA,NA,1
"3287","destruction","massif",1,NA,NA,NA,1
"3288","moustique","naturel",1,NA,NA,NA,1
"3289","fin","politique",1,NA,NA,NA,1
"3290","ennemi","militariste",1,NA,NA,NA,1
"3291","plat","chaud",1,NA,NA,NA,1
"3292","spaghetti","bolognais",1,NA,NA,NA,1
"3293","avenir","alimentaire",1,NA,NA,NA,1
"3294","restaurant","européen",1,NA,NA,NA,1
"3295","graisse","sain",1,NA,NA,NA,1
"3296","protéine","innovant",1,NA,NA,NA,1
"3297","nouveau","décision",1,NA,NA,NA,1
"3298","autre","crise",1,NA,NA,NA,1
"3299","différent","phase",1,NA,NA,NA,1
"3300","alternatif","fiable",1,NA,NA,NA,1
"3301","même","quantité",1,NA,NA,NA,1
"3302","vrai","whisky",1,NA,NA,NA,1
"3303","vrai","nourriture",1,NA,NA,NA,1
"3304","situation","actuel",1,NA,NA,NA,1
"3305","entretien","essentiel",1,NA,NA,NA,1
"3306","transmutation","collectif",1,NA,NA,NA,1
"3307","point","essentiel",1,NA,NA,NA,1
"3308","structure","sous-jacent",1,NA,NA,NA,1
"3309","modèle","holographique",1,NA,NA,NA,1
"3310","fluctuation","électromagnétique",1,NA,NA,NA,1
"3311","coupe","transversal",1,NA,NA,NA,1
"3312","fameux","forme",1,NA,NA,NA,1
"3313","seul","géométrie",1,NA,NA,NA,1
"3314","nombreux","culture",1,NA,NA,NA,1
"3315","culture","ancien",1,NA,NA,NA,1
"3316","militant","allemand",1,NA,NA,NA,1
"3317","mercenaire","nazi",1,NA,NA,NA,1
"3318","insecte","nuisible",1,NA,NA,NA,1
"3319","aliment","comestible",1,NA,NA,NA,1
"3320","prix","alimentaire",1,NA,NA,NA,1
"3321","hausse","exponentiel",1,NA,NA,NA,1
"3322","inflation","alimentaire",1,NA,NA,NA,1
"3323","pays","européen",1,NA,NA,NA,1
"3324","évaluation","scientifique",1,NA,NA,NA,1
"3325","scientifique","rigoureux",1,NA,NA,NA,1
"3326","société","requérant",1,NA,NA,NA,1
"3327","allergique","potentiel",1,NA,NA,NA,1
"3328","ver","jaune",1,NA,NA,NA,1
"3329","jaune","sec",1,NA,NA,NA,1
"3330","ténébrion","jaune",1,NA,NA,NA,1
"3331","larve","séché",1,NA,NA,NA,1
"3332","nourriture","animal",1,NA,NA,NA,1
"3333","https://www.francesoir.fr/societe-environnement/les-vers-de-farine-futur-du-recyclage-du-polystyrene","texte",1,NA,NA,NA,1
"3334","autre","journée",1,NA,NA,NA,1
"3335","écouvillonnage","rectal",1,NA,NA,NA,1
"3336","contact","physique",1,NA,NA,NA,1
"3337","classement","familial",1,NA,NA,NA,1
"3338","pensée","indépendant",1,NA,NA,NA,1
"3339","passeport","vert",1,NA,NA,NA,1
"3340","test","spirituel",1,NA,NA,NA,1
"3341","spirituel","décisif",1,NA,NA,NA,1
"3342","moindre","idée",1,NA,NA,NA,1
"3343","nouveau","info",1,NA,NA,NA,1
"3344","grandeur","nature",1,NA,NA,NA,1
"3345","sujet","spécifique",1,NA,NA,NA,1
"3346","tel","censure",1,NA,NA,NA,1
"3347","mouvement","patriote",1,NA,NA,NA,1
"3348","haut","niveau",1,NA,NA,NA,1
"3349","manière","violent",1,NA,NA,NA,1
"3350","arme","sophistiqué",1,NA,NA,NA,1
"3351","grand","opération",1,NA,NA,NA,1
"3352","révolte","violent",1,NA,NA,NA,1
"3353","tel","opération",1,NA,NA,NA,1
"3354","propre","problème",1,NA,NA,NA,1
"3355","système","matriciel",1,NA,NA,NA,1
"3356","tel","mensonge",1,NA,NA,NA,1
"3357","tel","contrevérité",1,NA,NA,NA,1
"3358","essence","même",1,NA,NA,NA,1
"3359","tel","beauté",1,NA,NA,NA,1
"3360","réalisation","externe",1,NA,NA,NA,1
"3361","externe","constant",1,NA,NA,NA,1
"3362","grille","matriciel",1,NA,NA,NA,1
"3363","matriciel","inférieur",1,NA,NA,NA,1
"3364","saut","émotionnel",1,NA,NA,NA,1
"3365","peintre","durer",1,NA,NA,NA,1
"3366","neutralisation","génétique",1,NA,NA,NA,1
"3367","insecte","spécifique",1,NA,NA,NA,1
"3368","agriculteur","américain",1,NA,NA,NA,1
"3369","molécule","similaire",1,NA,NA,NA,1
"3370","gène","essentiel",1,NA,NA,NA,1
"3371","cellule","sain",1,NA,NA,NA,1
"3372","modification","génétique",1,NA,NA,NA,1
"3373","ministre","néo-zélandais",1,NA,NA,NA,1
"3374","dimanche","matin",1,NA,NA,NA,1
"3375","cas","local",1,NA,NA,NA,1
"3376","bouclage","brutal",1,NA,NA,NA,1
"3377","variante","britannique",1,NA,NA,NA,1
"3378","nouveau","infection",1,NA,NA,NA,1
"3379","symptôme","mardi",1,NA,NA,NA,1
"3380","achat","essentiel",1,NA,NA,NA,1
"3381","travail","essentiel",1,NA,NA,NA,1
"3382","rassemblement","public",1,NA,NA,NA,1
"3383","pays","développé",1,NA,NA,NA,1
"3384","mieux","réussir",1,NA,NA,NA,1
"3385","homme","cyborg",1,NA,NA,NA,1
"3386","premier","robot",1,NA,NA,NA,1
"3387","robot","vivant",1,NA,NA,NA,1
"3388","robôt","traditionnel",1,NA,NA,NA,1
"3389","espèce","animal",1,NA,NA,NA,1
"3390","façon","autonome",1,NA,NA,NA,1
"3391","premier","tentative",1,NA,NA,NA,1
"3392","vie","artificiel",1,NA,NA,NA,1
"3393","autre","approche",1,NA,NA,NA,1
"3394","robot","souple",1,NA,NA,NA,1
"3395","ligne","rouge",1,NA,NA,NA,1
"3396","écologie","humain",1,NA,NA,NA,1
"3397","critère","flou",1,NA,NA,NA,1
"3398","détresse","psychosocial",1,NA,NA,NA,1
"3399","science","cognitive",1,NA,NA,NA,1
"3400","Puce","intégré",1,NA,NA,NA,1
"3401","découpage","ADN",1,NA,NA,NA,1
"3402","organisme","vivant",1,NA,NA,NA,1
"3403","approvisionnement","mondial",1,NA,NA,NA,1
"3404","agriculteur","africain",1,NA,NA,NA,1
"3405","entreprise","agroalimentaire",1,NA,NA,NA,1
"3406","agroalimentaire","occidental",1,NA,NA,NA,1
