"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"659","lawn","pesticide",6,NA,NA,NA,6
"660","uniform","lawn",6,NA,NA,NA,6
"661","non-native","grass",6,NA,NA,NA,6
"662","fresh","egg",6,NA,NA,NA,6
"663","cat","sleep",6,NA,NA,NA,6
"664","golden","grain",6,NA,NA,NA,6
"665","strong","leg",6,NA,NA,NA,6
"666","resistant","heart",6,NA,NA,NA,6
"667","western","diet",6,NA,NA,NA,6
"668","fourth","insect",6,NA,NA,NA,6
"669","root","beer",6,NA,NA,NA,6
"670","house","dust",6,NA,NA,NA,6
"671","Multigrain","roll",6,NA,NA,NA,6
"672","powder","product",6,NA,NA,NA,6
"673","left","ear",6,NA,NA,NA,6
"674","great","Awakening",6,NA,NA,NA,6
"675","cockroach","milk",6,NA,NA,NA,6
"676","australian","school",6,NA,NA,NA,6
"677","swedish","scientist",6,NA,NA,NA,6
"678","school","child",6,NA,NA,NA,6
"679","sweet","company",6,NA,NA,NA,6
"680","less","food",6,NA,NA,NA,6
"681","domestic","insects",6,NA,NA,NA,6
"682","protein","need",6,NA,NA,NA,6
"683","school","canteens",6,NA,NA,NA,6
"684","food","corporations",6,NA,NA,NA,6
"685","Anr","founder",6,NA,NA,NA,6
"686","protein","manufacturing",6,NA,NA,NA,6
"687","manufacturing","facility",6,NA,NA,NA,6
"688","cricket","production",6,NA,NA,NA,6
"689","little","calcium",6,NA,NA,NA,6
"690","first","food",6,NA,NA,NA,6
"691","other","plant",6,NA,NA,NA,6
"692","japanese","beetle",6,NA,NA,NA,6
"693","life","form",6,NA,NA,NA,6
"694","puppy","experiment",6,NA,NA,NA,6
"695","insect","ball",6,NA,NA,NA,6
"696","twist","group",6,NA,NA,NA,6
"697","interest","rate",5,1,2,1,1
"698","affordable","housing",5,1,NA,4,NA
"699","robot","dog",5,1,NA,4,NA
"700","surveillance","technology",5,2,1,4,NA
"701","european","parliament",5,2,NA,1,2
"702","government","policy",5,2,1,1,1
"703","meeting","point",5,4,NA,5,NA
"704","large","scale",5,1,1,NA,3
"705","facial","scan",5,5,NA,NA,NA
"706","more","money",5,2,2,2,2
"707","poor","people",5,2,2,NA,3
"708","personal","carbon",5,2,1,2,NA
"709","taxpayer","money",5,1,NA,4,NA
"710","cognitive","dissonance",5,3,NA,2,NA
"711","greater","good",5,2,1,3,1
"712","biometric","data",5,1,NA,4,NA
"713","diesel","car",5,4,NA,1,NA
"714","more","cure",5,2,NA,3,2
"715","active","member",5,2,NA,3,2
"716","member","ready",5,2,NA,3,2
"717","technological","system",5,3,NA,2,NA
"718","non","compliance",5,2,1,2,NA
"719","digital","wallet",5,1,NA,4,NA
"720","synthetic","food",5,1,NA,1,4
"721","best","interest",5,2,NA,2,1
"722","short","clip",5,2,3,NA,NA
"723","more","advice",5,1,5,NA,NA
"724","travel","restriction",5,3,2,NA,NA
"725","population","control",5,2,NA,2,1
"726","media","personality",5,1,NA,NA,4
"727","private","canadian",5,4,NA,2,NA
"728","full","control",5,1,NA,4,NA
"729","basic","income",5,3,NA,1,1
"730","raise","awareness",5,5,1,1,NA
"731","chinese","people",5,3,NA,2,NA
"732","world","economic",5,1,NA,NA,4
"733","digital","entrance",5,5,NA,NA,NA
"734","electric","vehicle",5,1,1,2,2
"735","21st","century",5,1,NA,5,NA
"736","big","tech",5,1,NA,2,2
"737","-minute","city",5,5,1,NA,NA
"738","public","space",5,2,NA,3,NA
"739","digital","world",5,1,NA,4,NA
"740","single","thing",5,4,NA,1,NA
"741","enough","people",5,3,NA,2,NA
"742","major","city",5,3,NA,2,NA
"743","major","roads",5,5,NA,NA,NA
"744","exit","point",5,5,NA,NA,NA
"745","new","way",5,1,NA,NA,4
"746","Wef","plan",5,5,5,2,NA
"747","younger","generation",5,1,NA,4,NA
"748","dystopian","movie",5,3,NA,2,NA
"749","human","life",5,1,NA,3,2
"750","city","scheme",5,1,NA,4,NA
"751","counter","demonstration",5,5,NA,NA,NA
"752","bug","burger",5,2,NA,NA,3
"753","false","flag",5,1,3,3,NA
"754","massive","land",5,1,NA,5,2
"755","individual","carbon",5,1,4,2,NA
"756","psychological","warfare",5,1,1,1,3
"757","weather","manipulation",5,1,3,NA,1
"758","few","people",5,2,NA,1,2
"759","environmental","program",5,5,NA,NA,NA
"760","Electronic","fence",5,5,NA,NA,NA
"761","show","today",5,1,NA,4,NA
"762","culture","make",5,5,NA,NA,NA
"763","marketing","workshop",5,5,NA,NA,NA
"764","conscious","entrepreneur",5,5,NA,NA,NA
"765","experience","study",5,5,NA,NA,NA
"766","study","medicine",5,5,NA,NA,NA
"767","vaccine","damage",5,4,NA,1,NA
"768","mass","non-compliance",5,2,NA,3,NA
"769","solar","panel",5,1,NA,3,1
"770","air","travel",5,1,3,1,NA
"771","T.me/AgentsOfTruth","t.me/agentsoftruthchat",5,1,NA,3,1
"772","new","video",5,1,NA,1,3
"773","pm","yellow",5,4,4,1,NA
"774","Climate","lockdown",5,1,5,NA,NA
"775","big","data",5,1,NA,4,NA
"776","recent","study",5,NA,1,NA,4
"777","cult","leader",5,NA,1,NA,4
"778","new","climate",5,NA,5,NA,NA
"779","weather","event",5,NA,4,1,NA
"780","change","narrative",5,NA,3,2,NA
"781","home","energy",5,NA,3,2,NA
"782","energy","use",5,NA,3,2,NA
"783","climate","lock",5,NA,5,NA,NA
"784","health","worker",5,NA,1,NA,4
"785","human","interaction",5,NA,2,3,NA
"786","end","date",5,NA,1,1,3
"787","experimental","jab",5,NA,1,5,NA
"788","whole","new",5,NA,3,2,NA
"789","news","media",5,NA,1,NA,4
"790","positive","change",5,NA,2,3,NA
"791","many","country",5,NA,2,2,1
"792","new","digital",5,NA,2,3,NA
"793","hate","speech",5,NA,2,3,1
"794","financial","market",5,NA,4,1,NA
"795","global","economy",5,NA,2,3,1
"796","other","hand",5,NA,1,2,2
"797","Future","world",5,NA,1,4,NA
"798","government","official",5,NA,1,4,1
"799","post-animal","economy",5,NA,5,NA,NA
"800","engineered","drought",5,NA,5,NA,NA
"801","traffic","light",5,NA,1,4,NA
"802","technology","such",5,NA,NA,4,1
"803","min","smart",5,NA,NA,5,NA
"804","low","carbon",5,NA,NA,3,2
"805","big","food",5,NA,NA,2,3
"806","much","larger",5,NA,NA,5,NA
"807","𝘿𝙤","𝙒𝙝𝙖𝙩𝙚𝙫𝙚𝙧",5,NA,NA,5,NA
"808","𝙒𝙝𝙖𝙩𝙚𝙫𝙚𝙧","𝙔𝙤𝙪",5,NA,NA,5,NA
"809","𝙔𝙤𝙪","𝘾𝙖𝙣",5,NA,NA,5,NA
"810","𝘾𝙖𝙣","𝙏𝙤",5,NA,NA,5,NA
"811","𝙏𝙤","𝘿𝙞𝙨𝙧𝙪𝙥𝙩",5,NA,NA,5,NA
"812","𝘿𝙞𝙨𝙧𝙪𝙥𝙩","𝙏𝙝𝙚𝙞𝙧",5,NA,NA,5,NA
"813","𝙏𝙝𝙚𝙞𝙧","𝙋𝙡𝙖𝙣𝙨",5,NA,NA,5,NA
"814","new","LTN",5,NA,NA,5,NA
"815","LTN","barriers",5,NA,NA,5,NA
"816","new","show",5,NA,NA,3,2
"817","psychological","operation",5,NA,NA,3,2
"818","new","generation",5,NA,NA,3,2
"819","bad","news",5,NA,NA,1,4
"820","industrial","agriculture",5,NA,NA,4,1
"821","wild","animal",5,NA,NA,5,NA
"822","own","website",5,NA,NA,3,2
"823","privacy","rights",5,NA,NA,2,3
"824","smartest","city",5,NA,NA,5,NA
"825","fuel","shortage",5,NA,NA,5,NA
"826","russian","energy",5,NA,NA,5,NA
"827","energy","sector",5,NA,NA,5,NA
"828","biology","industry",5,NA,NA,5,NA
"829","material","science",5,NA,NA,5,NA
"830","financial","Telecommunication",5,NA,NA,5,NA
"831","new","international",5,NA,NA,5,NA
"832","term","impact",5,NA,NA,5,NA
"833","significant","injection",5,NA,NA,5,NA
"834","private","capital",5,NA,NA,5,NA
"835","international","organization",5,NA,NA,5,NA
"836","first","thing",5,NA,NA,2,3
"837","carbon","neutral",5,NA,NA,3,2
"838","similar","smart",5,NA,NA,5,NA
"839","renewable","energy",5,NA,NA,3,2
"840","gas","stove",5,NA,NA,2,3
"841","perfect","opportunity",5,NA,NA,1,4
"842","other","type",5,NA,NA,2,3
"843","world","digital",5,NA,NA,5,1
"844","global","standard",5,NA,NA,5,NA
"845","brief","history",5,NA,NA,5,NA
"846","heart","attack",5,NA,NA,2,3
"847","digital","economy",5,NA,NA,5,2
"848","same","billionaire",5,NA,NA,1,4
"849","street","unswept",5,NA,NA,5,NA
"850","tiny","electronic",5,NA,NA,5,NA
"851","electronic","shorthand",5,NA,NA,5,NA
"852","great","cloud",5,NA,NA,5,NA
"853","new","global",5,NA,NA,5,NA
"854","economic","system",5,NA,NA,5,NA
"855","global","infrastructure",5,NA,NA,5,NA
"856","human","Augmentation",5,NA,NA,5,NA
"857","government","funding",5,NA,NA,2,3
"858","unimaginable","restriction",5,NA,NA,5,NA
"859","numerous","example",5,NA,NA,5,NA
"860","tracing","application",5,NA,NA,5,NA
"861","individual","social",5,NA,NA,5,NA
"862","city","agenday",5,NA,NA,5,NA
"863","financial","system",5,NA,NA,2,3
"864","biological","identity",5,NA,NA,5,2
"865","government","grant",5,NA,NA,5,NA
"866","digital","license",5,NA,NA,5,NA
"867","regular","people",5,NA,NA,1,4
"868","camera","startup",5,NA,NA,5,NA
"869","electronics","engineering",5,NA,NA,5,NA
"870","trial","smart",5,NA,NA,5,NA
"871","sustainability","goal",5,NA,NA,4,1
"872","closing","day",5,NA,NA,5,NA
"873","biourban","system",5,NA,NA,5,NA
"874","culture","govern",5,NA,NA,5,NA
"875","govern","economy",5,NA,NA,5,NA
"876","mutual","aid",5,NA,NA,5,NA
"877","favour","art",5,NA,NA,5,NA
"878","aesthetic","entertainment",5,NA,NA,5,NA
"879","industrial","city",5,NA,NA,5,NA
"880","bioclimatic","specificity",5,NA,NA,5,NA
"881","economic","sustainability",5,NA,NA,5,NA
"882","biological","dynamics",5,NA,NA,5,NA
"883","technological","dynamics",5,NA,NA,5,NA
"884","social","interaction",5,NA,NA,5,NA
"885","Fosters","sustainable",5,NA,NA,5,NA
"886","respectful","accessibility",5,NA,NA,5,NA
"887","satanic","billionaire",5,NA,NA,2,3
"888","media","platform",5,NA,NA,4,1
"889","technocratic","agenda",5,NA,NA,5,NA
"890","rule","class",5,NA,NA,4,1
"891","natural","protein",5,NA,NA,1,4
"892","world","war",5,NA,NA,2,3
"893","state","government",5,NA,NA,4,1
"894","right","time",5,NA,NA,4,1
"895","identity","system",5,NA,NA,5,NA
"896","globalist","elites",5,NA,NA,3,2
"897","next","Nwo",5,NA,NA,5,NA
"898","Nwo","superpower",5,NA,NA,5,NA
"899","great","Reset❗️",5,NA,NA,5,NA
"900","nervous","system",5,NA,NA,1,4
"901","government","power",5,NA,NA,5,NA
"902","city","leader",5,NA,NA,5,NA
"903","co2","emission",5,NA,NA,2,5
"904","more","plant",5,NA,NA,1,5
"905","blade","runners",5,NA,NA,5,NA
"906","Ulez","camera",5,NA,NA,5,NA
"907","food","safety",5,NA,NA,NA,5
"908","local","food",5,NA,NA,NA,5
"909","insect","burger",5,NA,NA,NA,5
"910","mealworm","larva",5,NA,NA,NA,5
"911","small","animal",5,NA,NA,NA,5
"912","natural","world",5,NA,NA,NA,5
"913","food","price",5,NA,NA,NA,5
"914","speak","little",5,NA,NA,NA,5
"915","colloidal","silver",5,NA,NA,NA,5
"916","bug","food",5,NA,NA,NA,5
"917","health","issue",5,NA,NA,NA,5
"918","new","food",5,NA,NA,NA,5
"919","right","ear",5,NA,NA,NA,5
"920","chief","executive",5,NA,NA,NA,5
"921","food","waste",5,NA,NA,NA,5
"922","amino","acid",5,NA,NA,NA,5
"923","other","fruit",5,NA,NA,NA,5
"924","blood","sugar",5,NA,NA,NA,5
"925","insect","fragment",5,NA,NA,NA,5
"926","Covid","fraudster",5,NA,NA,NA,5
"927","feed","insect",5,NA,NA,NA,5
"928","good","time",5,NA,NA,NA,5
"929","immovable","believer",5,NA,NA,NA,5
"930","australian","sweet",5,NA,NA,NA,5
"931","Australian","first",5,NA,NA,NA,5
"932","open","people",5,NA,NA,NA,5
"933","thrift","store",5,NA,NA,NA,5
"934","processing","plant",5,NA,NA,NA,5
"935","soldier","fly",5,NA,NA,NA,5
"936","new","diet",5,NA,NA,NA,5
"937","better","start",5,NA,NA,NA,5
"938","dog","food",5,NA,NA,NA,5
"939","dead","body",5,NA,NA,NA,5
"940","beef","industry",5,NA,NA,NA,5
"941","big","pond",5,NA,NA,NA,5
"942","✨🥂","Truth",5,NA,NA,NA,5
"943","natural","product",5,NA,NA,NA,5
"944","nutritional","benefit",5,NA,NA,NA,5
"945","hot","dinner",5,NA,NA,NA,5
"946","dinner","such",5,NA,NA,NA,5
"947","stars.","☀️",5,NA,NA,NA,5
"948","conventional","breeding",5,NA,NA,NA,5
"949","converting","feed",5,NA,NA,NA,5
"950","typical","european",5,NA,NA,NA,5
"951","next","food",5,NA,NA,NA,5
"952","particular","spot",5,NA,NA,NA,5
"953","above","reason",5,NA,NA,NA,5
"954","first","bloomer",5,NA,NA,NA,5
"955","hot","enough",5,NA,NA,NA,5
"956","massive","increase",5,NA,NA,NA,5
"957","purple","dead",5,NA,NA,NA,5
"958","dead","nettle",5,NA,NA,NA,5
"959","Bipartisan","legislator",5,NA,NA,NA,5
"960","gene","therapy",5,NA,NA,NA,5
"961","potato","beetle",5,NA,NA,NA,5
"962","entomological","warfare",5,NA,NA,NA,5
"963","british","citizen",4,1,NA,NA,3
"964","🟨","yellow",4,4,2,NA,NA
"965","👆please","share👆",4,4,3,NA,NA
"966","digital","pound",4,3,NA,2,NA
"967","building","school",4,4,NA,NA,NA
"968","leisure","park",4,4,NA,NA,NA
"969","big","tell",4,4,NA,NA,NA
"970","full","interview",4,4,1,NA,NA
"971","global","elites",4,1,1,NA,3
"972","BetterWayConference.org","follow",4,2,NA,NA,2
"973","15minute","city",4,4,NA,2,NA
"974","full","speech",4,1,NA,3,NA
"975","full","implementation",4,1,3,NA,NA
"976","fema","camp",4,2,1,1,NA
"977","shit","hole",4,2,NA,2,NA
"978","official","narrative",4,1,3,NA,NA
"979","digital","identitie",4,1,1,2,NA
"980","military","grade",4,3,1,1,NA
"981","protest","today",4,2,NA,2,NA
"982","such","city",4,4,NA,NA,NA
"983","Wef","great",4,4,NA,NA,NA
"984","Reset","plan",4,4,NA,NA,NA
"985","own","home",4,1,NA,3,NA
"986","Conservative","party",4,4,NA,NA,NA
"987","global","corporation",4,1,NA,2,1
"988","closer","look",4,2,NA,NA,2
"989","road","blockage",4,1,1,2,NA
"990","local","plan",4,4,1,1,NA
"991","other","neighbourhood",4,4,2,2,NA
"992","fear","porn",4,2,NA,2,NA
"993","total","normy",4,3,NA,1,NA
"994","evil","force",4,4,NA,NA,NA
"995","limit","control",4,1,NA,3,1
"996","many","thanks",4,2,NA,2,NA
"997","power","grab",4,1,NA,2,1
"998","computer","system",4,1,NA,3,NA
"999","dystopian","plan",4,4,NA,NA,NA
"1000","personal","freedom",4,4,NA,NA,NA
"1001","individual","freedom",4,3,NA,3,NA
"1002","car","use",4,3,NA,1,NA
"1003","controversial","scheme",4,2,NA,4,NA
"1004","other","city",4,1,NA,4,NA
"1005","air","zones",4,3,1,1,NA
"1006","recent","year",4,1,NA,4,NA
"1007","free","movement",4,4,NA,2,NA
"1008","Climate","Lockdowns",4,1,4,NA,NA
"1009","road","block",4,2,NA,2,NA
"1010","much","time",4,3,NA,3,NA
"1011","bus","lane",4,4,NA,NA,NA
"1012","apartment","building",4,3,NA,1,NA
"1013","crazy","world",4,2,1,NA,1
"1014","british","public",4,2,1,1,NA
"1015","crazy","conspiracy",4,1,3,NA,NA
"1016","globalist","plan",4,3,NA,1,NA
"1017","globalist","elite",4,2,NA,2,NA
"1018","power","structure",4,2,NA,2,NA
"1019","major","step",4,2,NA,1,1
"1020","q","evidence",4,2,2,1,NA
"1021","weapon","system",4,1,NA,3,NA
"1022","bike","ride",4,4,NA,NA,NA
"1023","public","official",4,1,NA,1,2
"1024","bull","shit",4,2,NA,NA,2
"1025","co2","foot",4,4,NA,NA,NA
"1026","big","brother",4,1,NA,2,1
"1027","road","tax",4,1,NA,4,NA
"1028","sustainable","transportation",4,1,NA,3,NA
"1029","highest","level",4,2,NA,2,1
"1030","worst","thing",4,2,NA,NA,2
"1031","Join👇","@JFKennedyOfficial",4,1,NA,2,1
"1032","media","outlet",4,1,1,1,1
"1033","more","resilient",4,1,NA,3,NA
"1034","dangerous","vaccine",4,1,NA,NA,3
"1035","front","door",4,1,NA,3,NA
"1036","city","programme",4,1,NA,4,NA
"1037","pandemic","treaty",4,1,3,NA,NA
"1038","bad","thing",4,1,1,NA,2
"1039","city","control",4,1,NA,3,NA
"1040","environmental","protection",4,1,3,NA,NA
"1041","less","time",4,3,NA,NA,1
"1042","new","stage",4,3,NA,NA,1
"1043","smart","device",4,1,NA,3,NA
"1044","other","technology",4,1,NA,3,NA
"1045","political","activist",4,1,1,NA,2
"1046","fiat","currency",4,1,NA,1,2
"1047","energy","shortage",4,1,2,1,NA
"1048","good","reason",4,1,2,2,NA
"1049","climate","control",4,1,1,3,1
"1050","code","Covid",4,4,NA,NA,NA
"1051","certain","part",4,1,NA,2,1
"1052","spike","protein",4,1,NA,1,2
"1053","only","people",4,1,NA,4,NA
"1054","free","will",4,1,1,2,1
"1055","person","life",4,2,NA,4,NA
"1056","australian","people",4,1,1,1,2
"1057","only","solution",4,1,NA,3,NA
"1058","right","thing",4,1,NA,3,NA
"1059","annual","meeting",4,1,NA,1,2
"1060","dystopian","nightmare",4,1,1,1,1
"1061","restrict","movement",4,3,NA,1,NA
"1062","other","billionaire",4,1,NA,NA,3
"1063","pilot","program",4,3,1,NA,1
"1064","car","ownership",4,1,1,2,NA
"1065","naturopathic","clinic",4,4,NA,NA,NA
"1066","heal","vaccine",4,4,NA,NA,NA
"1067","health","resorts",4,4,NA,NA,NA
"1068","Nor","plan",4,4,NA,NA,NA
"1069","innocent","people",4,1,NA,3,NA
"1070","key","concept",4,3,1,NA,1
"1071","food","store",4,1,NA,1,3
"1072","city","program",4,1,NA,3,NA
"1073","whole","patrician",4,4,NA,NA,NA
"1074","patrician","attitude",4,4,NA,NA,NA
"1075","green","agenday",4,1,NA,3,NA
"1076","new","lockdown",4,1,3,NA,NA
"1077","current","state",4,1,NA,3,NA
"1078","higher","level",4,1,1,1,2
"1079","usual","suspect",4,1,NA,4,NA
"1080","climate","activist",4,NA,2,1,1
"1081","natural","remedy",4,NA,2,3,3
"1082","smart","grid",4,NA,2,4,2
"1083","human","settlement",4,NA,2,4,2
"1084","Sustainable","use",4,NA,4,4,4
"1085","mineral","rights",4,NA,4,4,4
"1086","national","sovereignty",4,NA,2,4,2
"1087","fake","covid",4,NA,4,NA,NA
"1088","extreme","weather",4,NA,4,NA,NA
"1089","young","man",4,NA,2,3,NA
"1090","full","throttle",4,NA,3,NA,1
"1091","global","climate",4,NA,4,NA,NA
"1092","oil","company",4,NA,4,NA,NA
"1093","face","fines",4,NA,4,NA,NA
"1094","dark","side",4,NA,2,2,NA
"1095","minute","walkable",4,NA,4,2,NA
"1096","Climate","Lockdown",4,NA,4,NA,NA
"1097","other","news",4,NA,1,2,1
"1098","extreme","energy",4,NA,4,NA,NA
"1099","fuel","company",4,NA,4,NA,NA
"1100","economic","structure",4,NA,4,NA,NA
"1101","lock","downs",4,NA,3,1,NA
"1102","wilderness","area",4,NA,1,3,NA
"1103","surveillance","software",4,NA,2,2,NA
"1104","electrical","usage",4,NA,2,2,NA
"1105","effective","way",4,NA,2,1,1
"1106","mainstream","news",4,NA,2,3,1
"1107","worldwide","climate",4,NA,4,NA,NA
"1108","covid","pandemic",4,NA,3,NA,1
"1109","lot","worse",4,NA,3,1,NA
"1110","private","military",4,NA,3,1,NA
"1111","current","situation",4,NA,3,1,NA
"1112","worldwide","Lockdowns",4,NA,4,NA,NA
"1113","economic","crisis",4,NA,3,NA,1
"1114","clean","energy",4,NA,1,3,NA
"1115","heavy","rain",4,NA,2,2,NA
"1116","corporate","media",4,NA,2,1,1
"1117","energy","weapon",4,NA,2,1,1
"1118","satanic","bastard",4,NA,4,NA,NA
"1119","outdoor","event",4,NA,4,NA,NA
"1120","climate","goal",4,NA,4,NA,NA
"1121","real","problem",4,NA,1,1,2
"1122","global","government",4,NA,1,3,NA
"1123","short","video",4,NA,2,NA,2
"1124","much","meat",4,NA,1,1,2
"1125","totalitarian","regime",4,NA,1,3,NA
"1126","business","transaction",4,NA,2,2,NA
"1127","civil","rights",4,NA,4,2,NA
"1128","real","economy",4,NA,4,NA,NA
"1129","fresh","air",4,NA,1,NA,3
"1130","linear","city",4,NA,NA,4,NA
"1131","digital","slavery",4,NA,NA,4,NA
"1132","Cities","Commission",4,NA,NA,4,NA
"1133","financial","service",4,NA,NA,4,NA
"1134","more","information",4,NA,NA,3,1
"1135","weather","disasters",4,NA,NA,4,NA
"1136","government","agency",4,NA,NA,2,2
"1137","smart","illusion",4,NA,NA,4,NA
"1138","russian","company",4,NA,NA,4,NA
"1139","city","grid",4,NA,NA,4,NA
"1140","video","game",4,NA,NA,4,NA
"1141","timely","reminder",4,NA,NA,4,NA
"1142","Many","other",4,NA,NA,3,1
"1143","larger","plan",4,NA,NA,4,NA
"1144","various","facility",4,NA,NA,4,NA
"1145","final","event",4,NA,NA,4,NA
"1146","other","group",4,NA,NA,1,3
"1147","scrappage","scheme",4,NA,NA,4,NA
"1148","development","law",4,NA,NA,4,NA
"1149","style","surveillance",4,NA,NA,4,NA
"1150","satanic","oligarch",4,NA,NA,4,NA
"1151","smart","people",4,NA,NA,4,NA
"1152","chinese","city",4,NA,NA,2,2
"1153","data","centre",4,NA,NA,3,1
"1154","council","member",4,NA,NA,4,NA
"1155","technocratic","dictatorship",4,NA,NA,4,NA
"1156","delivery","vehicle",4,NA,NA,4,NA
"1157","free","download",4,NA,NA,4,NA
"1158","Sustainable","city",4,NA,NA,4,NA
"1159","factory","far",4,NA,NA,4,NA
"1160","food","other",4,NA,NA,4,NA
"1161","large","industrial",4,NA,NA,4,NA
"1162","industrial","technocrat",4,NA,NA,4,NA
"1163","serious","risk",4,NA,NA,4,NA
"1164","dangerous","viruse",4,NA,NA,4,NA
"1165","habitat","loss",4,NA,NA,4,NA
"1166","closer","contact",4,NA,NA,4,NA
"1167","farmed","animal",4,NA,NA,4,NA
"1168","weird","Fauci",4,NA,NA,4,NA
"1169","Fauci","paper",4,NA,NA,4,NA
"1170","zoonotic","pandemic",4,NA,NA,4,NA
"1171","pandemic","play",4,NA,NA,4,NA
"1172","new","guardian",4,NA,NA,4,NA
"1173","guardian","propaganda",4,NA,NA,4,NA
"1174","https://www.theguardian.com/environment/2022/jun/23/free-range-extensive-farming-may-risk-more-animal-borne-pandemics-than-intensive-factory-farming-study","#WarOnFood",4,NA,NA,4,NA
"1175","PostAnimalEconomy","#WarOnFarm",4,NA,NA,4,NA
"1176","great","job",4,NA,NA,4,NA
"1177","smart","prison",4,NA,NA,4,NA
"1178","back","door",4,NA,NA,4,NA
"1179","mile","scheme",4,NA,NA,4,NA
"1180","farm","animal",4,NA,NA,1,3
"1181","artificial","food",4,NA,NA,3,1
"1182","booster","shot",4,NA,NA,2,2
"1183","hunger","game",4,NA,NA,3,1
"1184","Globalist","puppet",4,NA,NA,1,3
"1185","social","scoring",4,NA,NA,4,NA
"1186","chinese","state",4,NA,NA,4,NA
"1187","data","privacy",4,NA,NA,4,NA
"1188","Reset","agenday",4,NA,NA,4,NA
"1189","chronic","level",4,NA,NA,4,NA
"1190","economic","fallout",4,NA,NA,4,NA
"1191","dramatic","downsizing",4,NA,NA,4,NA
"1192","major","boon",4,NA,NA,4,NA
"1193","blowback","necessary",4,NA,NA,4,NA
"1194","large","swathes",4,NA,NA,4,NA
"1195","major","inflection",4,NA,NA,4,NA
"1196","inflection","point",4,NA,NA,4,NA
"1197","globalist","aspiration",4,NA,NA,4,NA
"1198","international","rule",4,NA,NA,4,NA
"1199","greater","international",4,NA,NA,4,NA
"1200","international","prominence",4,NA,NA,4,NA
