"","topic","detected_language","NER_text","n"
"3037","ulez","en","Jane Goodall",1
"3038","ulez","en","Jasmine",1
"3039","ulez","en","Jed McCaleb",1
"3040","ulez","en","Jedi",1
"3041","ulez","en","Jeff Bezos",1
"3042","ulez","en","Johan Eliasch",1
"3043","ulez","en","John Campbell",1
"3044","ulez","en","John Lash",1
"3045","ulez","en","John Shipton",1
"3046","ulez","en","Johnathan Tilt",1
"3047","ulez","en","Johnny Vedmore",1
"3048","ulez","en","Join",1
"3049","ulez","en","Join Sam Melia",1
"3050","ulez","en","Join William",1
"3051","ulez","en","Jordan Peterson",1
"3052","ulez","en","Joseph Robertson",1
"3053","ulez","en","Joshua Murphy",1
"3054","ulez","en","Julia Buckley",1
"3055","ulez","en","Julius Nyerere",1
"3056","ulez","en","Jungfernstieg",1
"3057","ulez","en","Jutta Steinruck",1
"3058","ulez","en","KNOW",1
"3059","ulez","en","Kalergi",1
"3060","ulez","en","Kate",1
"3061","ulez","en","Kate Shemirani - A",1
"3062","ulez","en","Keith Woods",1
"3063","ulez","en","Ken Macon",1
"3064","ulez","en","Kevin Blythe",1
"3065","ulez","en","Kevin O\u2019Neil",1
"3066","ulez","en","Kharkiv",1
"3067","ulez","en","Kiel",1
"3068","ulez","en","Kijk",1
"3069","ulez","en","King Charles",1
"3070","ulez","en","Kingsley Hamilton",1
"3071","ulez","en","Kingsley Hamilton -",1
"3072","ulez","en","LASCHET SHOULD",1
"3073","ulez","en","La Quinta Columna",1
"3074","ulez","en","Larry Fink\u2019s",1
"3075","ulez","en","Leben",1
"3076","ulez","en","Lebens Feindlich",1
"3077","ulez","en","Leo",1
"3078","ulez","en","Levert Wienerberger AG",1
"3079","ulez","en","Liechtenstein",1
"3080","ulez","en","Lilian Held Kawham",1
"3081","ulez","en","Linda Fried",1
"3082","ulez","en","Liveable Neighborhoods",1
"3083","ulez","en","Local Residents",1
"3084","ulez","en","Lois Perry",1
"3085","ulez","en","London Motorists",1
"3086","ulez","en","Looney Tunes",1
"3087","ulez","en","Lorraine",1
"3088","ulez","en","Lucifer",1
"3089","ulez","en","Lucky Kill Bill",1
"3090","ulez","en","Lynn",1
"3091","ulez","en","Lynn Forester/de Rothschild",1
"3092","ulez","en","MT",1
"3093","ulez","en","M\xfcnchen  Odeonplatz",1
"3094","ulez","en","Macron",1
"3095","ulez","en","Magna Carta",1
"3096","ulez","en","Malcolm Turnball",1
"3097","ulez","en","Marburg",1
"3098","ulez","en","Marc Benioff",1
"3099","ulez","en","March2023",1
"3100","ulez","en","Marco Casagrande",1
"3101","ulez","en","Maria Caufield",1
"3102","ulez","en","Maria interviews Alex",1
"3103","ulez","en","MariaZee",1
"3104","ulez","en","Mariannenplatz 2a",1
"3105","ulez","en","Marie Zee",1
"3106","ulez","en","Marioupol",1
"3107","ulez","en","Mark Collett",1
"3108","ulez","en","Marlo Safi",1
"3109","ulez","en","Marwa Al-Sabouni",1
"3110","ulez","en","Marylebone",1
"3111","ulez","en","Mass Non-compliance",1
"3112","ulez","en","Mass Sudden Deaths",1
"3113","ulez","en","Mastercard",1
"3114","ulez","en","Matt",1
"3115","ulez","en","Matteo Riccelli",1
"3116","ulez","en","Max Igan\nSmart Cities",1
"3117","ulez","en","Meg Whitman",1
"3118","ulez","en","Mengistu Haile Mariam",1
"3119","ulez","en","Michael Jackson\U0001f49c",1
"3120","ulez","en","Michael O\u2019Neill",1
"3121","ulez","en","Michel Camdessus",1
"3122","ulez","en","Michel Foucault",1
"3123","ulez","en","Michelle Malkin Report",1
"3124","ulez","en","Midazolam",1
"3125","ulez","en","Mike Bloomberg",1
"3126","ulez","en","Mini-Doc #1",1
"3127","ulez","en","Mini-Doc #2",1
"3128","ulez","en","Mini-Doc #3",1
"3129","ulez","en","Mississauga",1
"3130","ulez","en","Mitch McConnell",1
"3131","ulez","en","Monbulk Melbourne",1
"3132","ulez","en","Monica Smit",1
"3133","ulez","en","Morgan Chase",1
"3134","ulez","en","Morphine",1
"3135","ulez","en","Mouse Utopia",1
"3136","ulez","en","Mridul Kaushik",1
"3137","ulez","en","Mukesh Ambani",1
"3138","ulez","en","Murdoch",1
"3139","ulez","en","N.A.S.A. Moonlanding - Wikileaks Release o](https://t.me/followsthewhiterabbit/10600",1
"3140","ulez","en","NW1\n\n",1
"3141","ulez","en","N[ikola",1
"3142","ulez","en","Naftali Bennett",1
"3143","ulez","en","Nando Bertolini",1
"3144","ulez","en","Nano",1
"3145","ulez","en","Napoleon Waterloo",1
"3146","ulez","en","Natasha Pulitzer",1
"3147","ulez","en","Naveen Rao",1
"3148","ulez","en","Neighbourhoods",1
"3149","ulez","en","Neo Feudalism",1
"3150","ulez","en","Netanyahu",1
"3151","ulez","en","Nick Fuentes",1
"3152","ulez","en","Norman Fenton",1
"3153","ulez","en","Nur Sipahio\u011flu",1
"3154","ulez","en","OUTREACH STALL",1
"3155","ulez","en","Orpington Tory MP",1
"3156","ulez","en","Outreach Worldwide - Jab",1
"3157","ulez","en","POLITICAL",1
"3158","ulez","en","PRATICAMENTE TUTTO",1
"3159","ulez","en","Palantir",1
"3160","ulez","en","Paolo Masciocchi",1
"3161","ulez","en","Partner",1
"3162","ulez","en","Passeport Sant\xe9",1
"3163","ulez","en","Patrick Henningsen",1
"3164","ulez","en","Paul Joseph Watson\nAn",1
"3165","ulez","en","Paul Ryan",1
"3166","ulez","en","Paul Seils",1
"3167","ulez","en","Paypal",1
"3168","ulez","en","Penn",1
"3169","ulez","en","Perrottet",1
"3170","ulez","en","Peter B. Meyer",1
"3171","ulez","en","Peter Fortune AM",1
"3172","ulez","en","Peter Thiel",1
"3173","ulez","en","Pharma",1
"3174","ulez","en","Phillip Altman",1
"3175","ulez","en","Prince Mohammed",1
"3176","ulez","en","Publikation People-Smart Sustainable Cities",1
"3177","ulez","en","Puente del Fuego",1
"3178","ulez","en","Pylon",1
"3179","ulez","en","RF",1
"3180","ulez","en","RNA",1
"3181","ulez","en","ROBERTS",1
"3182","ulez","en","RUP",1
"3183","ulez","en","Rainwater",1
"3184","ulez","en","Rajiv Shah",1
"3185","ulez","en","Ransomware",1
"3186","ulez","en","Rape Mind",1
"3187","ulez","en","Ready Player One",1
"3188","ulez","en","Reassessing",1
"3189","ulez","en","Rebecca Hammons",1
"3190","ulez","en","Reid Hoffman",1
"3191","ulez","en","Reinikainen",1
"3192","ulez","en","Removing History",1
"3193","ulez","en","Resilient Groups",1
"3194","ulez","en","Retail Banks",1
"3195","ulez","en","Richard Branson",1
"3196","ulez","en","Richard Tice",1
"3197","ulez","en","Ricky Vaughn",1
"3198","ulez","en","Rigs Paraguay Election",1
"3199","ulez","en","Rihard Tice",1
"3200","ulez","en","Road",1
"3201","ulez","en","Road User Charging",1
"3202","ulez","en","Rob Deutsch",1
"3203","ulez","en","Robert Maxwell",1
"3204","ulez","en","Robin",1
"3205","ulez","en","Robotics",1
"3206","ulez","en","Rond 26.00",1
"3207","ulez","en","Rond 28.00",1
"3208","ulez","en","Ronnie",1
"3209","ulez","en","Rosa Koire - U.N.",1
"3210","ulez","en","Rosa Koire - U.N](https://t.me",1
"3211","ulez","en","Ross",1
"3212","ulez","en","Rothchild",1
"3213","ulez","en","Rothschild Family Hierarch](https://www.youtube.com",1
"3214","ulez","en","Rule",1
"3215","ulez","en","SATURDAY",1
"3216","ulez","en","Sakhalin",1
"3217","ulez","en","Sam Goody",1
"3218","ulez","en","Sandi Adams",1
"3219","ulez","en","Sara Bissen",1
"3220","ulez","en","Sara Farley",1
"3221","ulez","en","Sarah McKechnie",1
"3222","ulez","en","Savid Javid",1
"3223","ulez","en","Scott Morrison",1
"3224","ulez","en","Selbstverwaltung Bethanien-S\xfcdfl\xfcgel",1
"3225","ulez","en","Sergio Los",1
"3226","ulez","en","Shakespeare",1
"3227","ulez","en","Shepparton",1
"3228","ulez","en","Sheryl Sandberg",1
"3229","ulez","en","Shinzo Abe\u2019s Connection",1
"3230","ulez","en","Shoshana Zuboff",1
"3231","ulez","en","Sigfox",1
"3232","ulez","en","Skeoge",1
"3233","ulez","en","Smart Packaging",1
"3234","ulez","en","Smart Prison",1
"3235","ulez","en","Smart Textiles",1
"3236","ulez","en","Sophia Katsaros",1
"3237","ulez","en","Sozialisten Bolschewisten",1
"3238","ulez","en","Spike Protiens",1
"3239","ulez","en","St Peter\u2019s",1
"3240","ulez","en","St\xe4dten",1
"3241","ulez","en","Stakeholder Capitalism",1
"3242","ulez","en","Stand",1
"3243","ulez","en","Stefano Boeri Architetti",1
"3244","ulez","en","Stephen Andrew",1
"3245","ulez","en","Stephen Lymbery",1
"3246","ulez","en","Stephen Moir",1
"3247","ulez","en","Steve",1
"3248","ulez","en","Steve Galvin",1
"3249","ulez","en","Steve Pannifer",1
"3250","ulez","en","Stew Peters",1
"3251","ulez","en","Substack",1
"3252","ulez","en","Surveillance Capitalism",1
"3253","ulez","en","Syd Fizzard",1
"3254","ulez","en","System",1
"3255","ulez","en","TANTISSIMI \u203c\ufe0f\u203c\ufe0f\u203c\ufe0fTAVOLI",1
"3256","ulez","en","Tara McGeehan",1
"3257","ulez","en","Ted Waitt",1
"3258","ulez","en","Telegram",1
"3259","ulez","en","Telosa",1
"3260","ulez","en","Thales",1
"3261","ulez","en","Thales Digital",1
"3262","ulez","en","The Birth of the Prison",1
"3263","ulez","en","Thiel",1
"3264","ulez","en","Thoth",1
"3265","ulez","en","Tom",1
"3266","ulez","en","Tom Cowie Campus",1
"3267","ulez","en","Tom Jarvis",1
"3268","ulez","en","Tom Steyer",1
"3269","ulez","en","Tom Tate",1
"3270","ulez","en","Tomer Weller",1
"3271","ulez","en","Tony Ant Media",1
"3272","ulez","en","Tony Blair",1
"3273","ulez","en","Trae Stephens",1
"3274","ulez","en","Trafalgar",1
"3275","ulez","en","Transact AIML",1
"3276","ulez","en","Trilaterale Kommission",1
"3277","ulez","en","Trudeau",1
"3278","ulez","en","Trump Joins",1
"3279","ulez","en","Tucker Carlson",1
"3280","ulez","en","UN](https://t.me/EinigkeitRechtFreiheit/13502",1
"3281","ulez","en","U\u011fur Sa\u011flam\nStefano",1
"3282","ulez","en","Ulez Con-Voy",1
"3283","ulez","en","Ultima Thule",1
"3284","ulez","en","Uncensored Awakening - White",1
"3285","ulez","en","Universal Basic Income",1
"3286","ulez","en","Vanguard  Will  Swoop",1
"3287","ulez","en","Varadkar",1
"3288","ulez","en","Vauxhall Walk",1
"3289","ulez","en","Veronika Nikishina",1
"3290","ulez","en","Vibhavari Jani",1
"3291","ulez","en","Victor Ai",1
"3292","ulez","en","Victoria",1
"3293","ulez","en","Vincent Kennedy \U0001f1fa",1
"3294","ulez","en","Vladimir Putin",1
"3295","ulez","en","Voltaire",1
"3296","ulez","en","WESTERSE BOEL",1
"3297","ulez","en","Wade Northausen",1
"3298","ulez","en","Wakey Wakey",1
"3299","ulez","en","Warns \u2018",1
"3300","ulez","en","Wesley Russell",1
"3301","ulez","en","WiFi](https://t.me",1
"3302","ulez","en","Wie",1
"3303","ulez","en","Wieland Alge",1
"3304","ulez","en","Willem Engel",1
"3305","ulez","en","William Keyte",1
"3306","ulez","en","William Lauder",1
"3307","ulez","en","Winli Bishmi",1
"3308","ulez","en","Winterfeldplatz",1
"3309","ulez","en","Wollongong",1
"3310","ulez","en","Worth",1
"3311","ulez","en","Wurzelroot",1
"3312","ulez","en","Xi",1
"3313","ulez","en","Xi Jinping",1
"3314","ulez","en","YOUR FAMILY",1
"3315","ulez","en","Yakuza",1
"3316","ulez","en","Yarvin",1
"3317","ulez","en","Yuhyun](https://mobile.twitter.com/YuhyunPark_/status/1454274641527070732",1
"3318","ulez","en","Yuval Harari",1
"3319","ulez","en","Zana Kibar",1
"3320","ulez","en","Zeee Media",1
"3321","ulez","en","Zionist Moving Forwards",1
"3322","ulez","en","\U0001d64b\U0001d667\U0001d65e\U0001d668\U0001d664\U0001d663 \U0001d63e\U0001d65a\U0001d661\U0001d661",1
"3323","ulez","en","\U0001f1e8",1
"3324","ulez","en","\U0001f1ee\U0001f1ea",1
"3325","ulez","en","\U0001f1f7 La",1
"3326","ulez","en","\U0001f374",1
"3327","ulez","en","\U0001f37f",1
"3328","ulez","en","\U0001f399",1
"3329","ulez","en","\U0001f4a9",1
"3330","ulez","en","\U0001f4ac",1
"3331","ulez","en","\U0001f4f8",1
"3332","ulez","en","\U0001f4f9 DOCUMENTARY \U0001f3ad",1
"3333","ulez","en","\U0001f58a",1
"3334","ulez","en","\U0001f602",1
"3335","ulez","en","\U0001f629\n\n\U0001f6a8",1
"3336","ulez","en","\U0001f64f",1
"3337","ulez","en","\U0001f914",1
"3338","ulez","en","\U0001f92c",1
"3339","ulez","en","\u25b6",1
"3340","ulez","en","\u2665",1
"3341","ulez","en","\u26cf",1
"3342","ulez","en","\u274c",1
"3343","ulez","en","\ufe0f",1
"3344","ulez","en","\ufe0f Watch - Megacities",1
"3345","ulez","en","\xe7a n\u2019arrive",1
"3346","ulez","en","anti Zoning leaflet",1
"3347","ulez","en","anti-DQSH",1
"3348","ulez","en","bepaald \u201cras\u201d",1
"3349","ulez","en","bin Salman\u2019s",1
"3350","ulez","en","bush",1
"3351","ulez","en","complett bald",1
"3352","ulez","en","dan smart city",1
"3353","ulez","en","de Nazitijd",1
"3354","ulez","en","de Sulzer",1
"3355","ulez","en","dein Ego \n",1
"3356","ulez","en","digital IDs",1
"3357","ulez","en","dystopian smart city",1
"3358","ulez","en","https://brandnewtube.com/v/fdbKxN",1
"3359","ulez","en","https://dq271.isrefer.com/go/AultHome/AUL651/",1
"3360","ulez","en","https://entropystream.live/app/markcollett",1
"3361","ulez","en","https://gab.com/evajungbowen/posts/109423609722211115\n\nEva Jung Bowen\n@evajungbowen",1
"3362","ulez","en","https://oilprice.com/Latest-Energy-News/World-News/Saudi-Arabia-Aims-To-Become-The-Worlds-Fastest-Growing-Economy-In-2023.html",1
"3363","ulez","en","https://rumble.com/v1nevf0--singapore..-first-industrial-6g-smart-cities-led-lab.html",1
"3364","ulez","en","https://rumble.com/v1w1fcn-aman-jabbi-the-final-lockdown-street-lights-that-kill-in-smart-cities-cbdc-.html",1
"3365","ulez","en","https://rumble.com/v2hedbu-leeds-is-on-the-list-to-become-a-smart-city.html",1
"3366","ulez","en","https://t.me/MissionMeets/5410",1
"3367","ulez","en","https://t.me/Pierscorbyn",1
"3368","ulez","en","https://t.me/QuantumStellarInitiative/19739",1
"3369","ulez","en","https://t.me/ScarletFranciniItaly",1
"3370","ulez","en","https://thebl.com/china/china-insights/chinese-smart-cities-tool-of-mass-surveillance-or-a-better-quality-of-life.html",1
"3371","ulez","en","https://www.activistpost.com/2020/10/verizon-admits-5g-is-more-about-autonomous-vehicles-and-smart-cities-than-speed-experts-warn-all-are-unsafe.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+ActivistPost+%28Activist+Post%29",1
"3372","ulez","en","https://www.baicommunications.com/mediarelease/ten-tech-startups-join-new-sunderland-iot-5g-accelerator/",1
"3373","ulez","en","https://www.bitchute.com/video/Kqgc8d6IKceR/",1
"3374","ulez","en","https://www.clara.com.au/smart-cities/core-elements/mobility/",1
"3375","ulez","en","https://www.dailymail.co.uk/news/article-12011507/ULEZ-Blade-Runners-want-one-Sadiq-Khans-low-emission-cameras.html\n\n@EvaVlaardingerbroek",1
"3376","ulez","en","https://www.dailymail.co.uk/news/article-9956025/Londons-offices-lie-Covid-cases-rise-amid-post-pandemic-plan-solve-housing-crisis.html",1
"3377","ulez","en","https://www.ntd.com/5-arrested-after-large-scale-protest-against-15-minute-cities-in-oxford-england_902671.html",1
"3378","ulez","en","https://www.oxfordmail.co.uk/news/23329831.patriotic-alternative-supporters-urged-attend-oxford-ltn-protest/",1
"3379","ulez","en","https://www.politico.com/news/2021/04/01/surviving-global-travel-during-covid-478821",1
"3380","ulez","en","https://www.sott.net/article/479812-UK-Peasants-Revolt-ULEZ-Blade-Runners-want-to-take-down-EVERY-one-of-Sadiq-Khans-low-emission-cameras",1
"3381","ulez","en","https://www.sott.net/article/480233-King-Charles-and-WEF-set-meeting-for-September-to-accelerate-goals-of-U-N-Agenda-2030",1
"3382","ulez","en","https://www.thegatewaypundit.com/2023/03/multiple-minnesota-agencies-monitor-nuclear-plant-after-over-400000-gallons-of-radioactive-water-has-leaked-since-last-year/",1
"3383","ulez","en","https://www.theguardian.com/global-development/2020/may/04/its-being-built-on-our-blood-the-true-cost-of-saudi-arabia-5bn-mega-city-neom",1
"3384","ulez","en","https://www.theguardian.com/uk-news/2022/mar/04/ulez-to-cover-all-of-greater-london-by-end-of-next-year-sadiq-khan\n\nSubscribe",1
"3385","ulez","en","https://www.wealthdaily.com/articles/tesla-s-5g-future-utterly-impossible-without-this-tiny-tech-firm/97462",1
"3386","ulez","en","https://www.weforum.org/agenda/2021/08/what-is-a-smart-city/",1
"3387","ulez","en","hydrogel",1
"3388","ulez","en","iris",1
"3389","ulez","en","jack",1
"3390","ulez","en","komplett widerlegt u",1
"3391","ulez","en","kuba",1
"3392","ulez","en","megalopolis",1
"3393","ulez","en","mensen liegen",1
"3394","ulez","en","nano Graphene",1
"3395","ulez","en","normie",1
"3396","ulez","en","seinen Anteil",1
"3397","ulez","en","serfs",1
"3398","ulez","en","steigert MAD",1
"3399","ulez","en","the Abraham Accord",1
"3400","ulez","en","the Stew Peters Show",1
"3401","ulez","en","u maar",1
"3402","ulez","en","von Bill Gates",1
"3403","ulez","en","wurde von",1
"3404","ulez","en","youtube.com/watch?v=y7LU17tXk2k - \n\n",1
"3405","ulez","nl","#Apeldoorn",1
"3406","ulez","nl","#City",1
"3407","ulez","nl","3/4G",1
"3408","ulez","nl","=EEReFN4&",1
"3409","ulez","nl","=fioA-BO3PUY",1
"3410","ulez","nl","Amazons deurbel",1
"3411","ulez","nl","Amsterdam Smart",1
"3412","ulez","nl","Ancilla",1
"3413","ulez","nl","Arizona",1
"3414","ulez","nl","B. We",1
"3415","ulez","nl","BNG Bank",1
"3416","ulez","nl","BOA\u2019s",1
"3417","ulez","nl","BURGERS AAN",1
"3418","ulez","nl","Beetje",1
"3419","ulez","nl","Bill Gates",1
"3420","ulez","nl","Blijft Oekra",1
"3421","ulez","nl","Boris",1
"3422","ulez","nl","C40 Cities",1
"3423","ulez","nl","CO2 budget",1
"3424","ulez","nl","De Tristatecity",1
"3425","ulez","nl","Demelition Man",1
"3426","ulez","nl","Domme",1
"3427","ulez","nl","Duitsland\n",1
"3428","ulez","nl","Effe",1
"3429","ulez","nl","Elites",1
"3430","ulez","nl","Energy",1
"3431","ulez","nl","Erik",1
"3432","ulez","nl","Erik Akerboom",1
"3433","ulez","nl","Eveline van Dongen",1
"3434","ulez","nl","God",1
"3435","ulez","nl","Google",1
"3436","ulez","nl","Helma Broekman\xa9",1
"3437","ulez","nl","Henk Staghouwer",1
"3438","ulez","nl","Hugo Talks",1
"3439","ulez","nl","Incl",1
"3440","ulez","nl","Ineens",1
"3441","ulez","nl","Iris",1
"3442","ulez","nl","Itali\xeb\n",1
"3443","ulez","nl","Jacobus",1
"3444","ulez","nl","Jan \n#Waalwijk\n",1
"3445","ulez","nl","Je hebt",1
"3446","ulez","nl","Johnson",1
"3447","ulez","nl","Johnson Speaking",1
"3448","ulez","nl","Laten",1
"3449","ulez","nl","Leuk",1
"3450","ulez","nl","Lewinsky",1
"3451","ulez","nl","Malle stikstof gedoe",1
"3452","ulez","nl","Marc van Delft",1
"3453","ulez","nl","Mark",1
"3454","ulez","nl","Martha Krul\nLichtpuntjes\nHet",1
"3455","ulez","nl","Mooier",1
"3456","ulez","nl","NL.\nMaar",1
"3457","ulez","nl","Nancy Kroes",1
"3458","ulez","nl","Nazi smart city?",1
"3459","ulez","nl","Nederland\n\n",1
"3460","ulez","nl","Netwerken",1
"3461","ulez","nl","Niemand",1
"3462","ulez","nl","Nieuw-Zeeland\n\n",1
"3463","ulez","nl","Over Smart",1
"3464","ulez","nl","Over de Oekra\xefne",1
"3465","ulez","nl","Oxford Council",1
"3466","ulez","nl","Peter B. Meyer",1
"3467","ulez","nl","Peter Savelberg",1
"3468","ulez","nl","President Trump",1
"3469","ulez","nl","Razzia\u2019s",1
"3470","ulez","nl","Reset",1
"3471","ulez","nl","Robert Jensen",1
"3472","ulez","nl","Ronald",1
"3473","ulez","nl","Ronald Bakker\n\n\n",1
"3474","ulez","nl","Rothschild",1
"3475","ulez","nl","Rothschild Gen",1
"3476","ulez","nl","Rusland?",1
"3477","ulez","nl","Smart City-surveillanceprogramma",1
"3478","ulez","nl","Smart city=",1
"3479","ulez","nl","Sri Lanka",1
"3480","ulez","nl","Technocracy",1
"3481","ulez","nl","Tokio",1
"3482","ulez","nl","Trappen",1
"3483","ulez","nl","Ursula van der Leyendakje",1
"3484","ulez","nl","Victoria",1
"3485","ulez","nl","Vraagje",1
"3486","ulez","nl","WO III",1
"3487","ulez","nl","Weet",1
"3488","ulez","nl","Werelds",1
"3489","ulez","nl","Wochenblick",1
"3490","ulez","nl","Wyss Schwab",1
"3491","ulez","nl","Zeist\n",1
"3492","ulez","nl","Zorg",1
"3493","ulez","nl","[y-",1
"3494","ulez","nl","\U0001f1f9 Draghistan",1
"3495","ulez","nl","\U0001f44d",1
"3496","ulez","nl","\U0001f47f\n\n",1
"3497","ulez","nl","\u2019s\u2019",1
"3498","ulez","nl","auto\u2019s",1
"3499","ulez","nl","b.v",1
"3500","ulez","nl","ben ik echt",1
"3501","ulez","nl","ben je gelukkig\n",1
"3502","ulez","nl","ben nu",1
"3503","ulez","nl","bestand",1
"3504","ulez","nl","cdbc",1
"3505","ulez","nl","chem trails",1
"3506","ulez","nl","city..",1
"3507","ulez","nl","cyberattacks",1
"3508","ulez","nl","e bent",1
"3509","ulez","nl","ernstige ademnood",1
"3510","ulez","nl","euro\u2019s",1
"3511","ulez","nl","gas-",1
"3512","ulez","nl","hongersnood\nHoe",1
"3513","ulez","nl","jamner",1
"3514","ulez","nl","lesprogramma\u2019s",1
"3515","ulez","nl","maken\u2026",1
"3516","ulez","nl","microfoons",1
"3517","ulez","nl","mm\xb2",1
"3518","ulez","nl","palen,.en",1
"3519","ulez","nl","pauze\n",1
"3520","ulez","nl","pro smart city",1
"3521","ulez","nl","regio\u2019s",1
"3522","ulez","nl","serotonine verhoogd",1
"3523","ulez","nl","stand-in",1
"3524","ulez","nl","the Hunger Games",1
"3525","ulez","nl","the Line",1
